label,text
加下微信/发信息/发个短信/发资料,资料料给我一份
快说重点,有话直说
肯定,哦哦行行行不行
恢复词,先说
打错了,打错了嗯
号码是哪来的,我的资料你怎么搞到
肯定,哦我刚刚看到
什么平台,不是不是你们这是哪电销电电销渠道吗
申请条件,需要什么套球
咨询提前还款,为什么我提前给亲不扣钱
在忙/在开会/在开车,现在不方便接电话
有信用问题/逾期记录能借款吗,我去年逾期了上了征信影响我现在的借款吗
否定/拒绝,没得需求
肯定,我是陈先生怎么啦
肯定,我能
运营商提示音,请问您有什么事需要我传达的吗
否定/拒绝,了解但是我不想处理
人工服务,帮我转下人工
骗子/骗人,怎么信你
无法登陆APP,登录不上你们APP应该怎么办
打过了/不要打电话,天天打再打我就投诉
肯定,好的我稍后替您转达播助理温馨提醒您疫情期间记得做好自身防护拜拜。
快说重点,挑重要的讲
否定/拒绝,没有想搞错了
号码是哪来的,为什么知道道我资料
打过了/不要打电话,你已经给我打了很多次电话
打过了/不要打电话,别给我打
人工服务,咨询你是人工客服吗
质疑机器人,你就是机器人
肯定,嗯恩对
什么平台,干什么的
加下微信/发信息/发个短信/发资料,你发短信信息我看看
额度太少,哦最低是一千八百块到二十万是吧
肯定,清楚清楚
加下微信/发信息/发个短信/发资料,发个信息息到我手机机
上征信,有什么后果啊影响征信不
恢复词,嗯找我有什么事
没通过怎么办,申请被退！回了
额度太少,额度小着呢额度长沙县是的不用
号码是哪来的,我的信息息是谁给你们
否定/拒绝,嗯不用不用不用
肯定,对的我就是
咨询操作,不会弄呀
在忙/在开会/在开车,现在忙着呢！晚点回你电话
加下微信/发信息/发个短信/发资料,发给我
额度太少,你们这个额度也太少了
在忙/在开会/在开车,我现在不方便
咨询提前还款,我想提前结清
恢复词,你给我解释解释
否定/拒绝,不搞合作
打过了/不要打电话,别打了我不会接
恢复词,你好。那个我现在
咨询操作,怎么做
肯定,好的可以
肯定,嗯行好谢谢啊
恢复词,干甚的
加下微信/发信息/发个短信/发资料,发短信息到我手机机上
咨询利息/费用,一天怎么从300多变成6。00！多？了
肯定,知道了知道了哈就这样。
肯定,听得到啊
加下微信/发信息/发个短信/发资料,发我看一下
加下微信/发信息/发个短信/发资料,说一下微信息信息公众
咨询利息/费用,；利息到底！有多少
什么平台,请问你什么名字
否定/拒绝,不用了解
肯定,对我是
恢复词,你好
调戏AI,我们出来吃饭吧
质疑机器人,嗯是我但是我觉得你是机器人
否定/拒绝,哦不需要了现在不需要
肯定,呃知道了谢谢啊
咨询放款速度,后天能放款吗
否定/拒绝,嗯现在不用
恢复词,继续
肯定,嗯知道知道
肯定,啊没错怎么了
咨询利息/费用,他利息的呢
运营商提示音,记下了那你这边有其他事需要我帮你一转达吗
肯定,知道了嗯。
肯定,我就是 我就是
否定/拒绝,别发
调戏AI,今年什么年纪了
咨询额度-通用,一千块有什么用
上征信,影响个人征信吗
号码是哪来的,如何知道道我电话
否定/拒绝,现在没打算
征信不好,征信不好
质疑数据安全,保密联系人数据吗
肯定,好嘞。
额度太少,不用嫌额度太低了不用我
肯定,我是某某请问有什么事
没通过怎么办,我申请提现三两三天了都不通过
否定/拒绝,这个不用了
咨询利息/费用,利息一天多少
否定/拒绝,嗯不需要
没印象,没有什么印象了
肯定,那个红色我就是我
否定/拒绝,不是不需要
咨询利息/费用,？每？个月利息是多少
加下微信/发信息/发个短信/发资料,那你发个短信信息我看下
骗子/骗人,被骗过
重复,什么你；说
号码是哪来的,哪来的我号码码
在忙/在开会/在开车,我现在外面不方便
有印象,我还记得
申请条件,那需要什么套球呢
咨询APP名字,什么APP的你再说一遍你说慢一点嘛你又说那么快呢
投诉,毛病
质疑机器人,你是人还是电脑
肯定,哦我就是啊
否定/拒绝,好的不需要
号码是哪来的,哪个网址看
怎么提额,4万太少了能不能再涨点
咨询利息/费用,贷款的：利息
号码是哪来的,你从哪里拿到我们电话话号码码
额度用途,能不能把额度提现到银行卡
额度太少,？你那额度太小了一点用都没有
没通过怎么办,也没有说不讲通过
肯定,是我没错
什么平台,喊你什么
肯定,呃现在就可以
咨询提前还款,当时为什么不能提前还完
否定/拒绝,现在没有需求
否定/拒绝,哦没有没有没有没有了
肯定,恩是的对
加下微信/发信息/发个短信/发资料,公司地址发我下
否定/拒绝,没兴趣了解
运营商提示音,你说的我都记下来了稍后我会告诉他的你也可以一会再打电话过来。祝您虎虎生威万事如意
咨询利息/费用,费用怎么算
恢复词,具体点
肯定,啊对。
什么平台,你是哪儿
额度太少,低太额度
否定/拒绝,不办
肯定,对我的 我的那个
什么平台,你称呼
没通过怎么办,二次提现为什么始终不通过
否定/拒绝,不感兴趣
有信用问题/逾期记录能借款吗,征信太差了能借款款吗
肯定,嗯嗯好吧
肯定,哦行嗯。
咨询利息/费用,有：几分：利
咨询利息/费用,我说他妈贷款要不要利息呀
肯定,是本人用的呀已经用了一年了
重复,你喊什么
加下微信/发信息/发个短信/发资料,把信息息发给我
号码是哪来的,你从哪来的电话话
重复,；刚才：没有听清
咨询额度-通用,XX额度最高多少
肯定,嗯可以吧申请一下吧
质疑机器人,你应该是机器人吧
投诉,再打来就投诉
投诉,龟儿子
申请条件,多少岁能！申请呀
否定/拒绝,不我不会考虑的
没通过怎么办,没有进入审批不通过
重复,刚才结清没有听清
号码是哪来的,从哪里知道道我号码码
肯定,对呀女士
加下微信/发信息/发个短信/发资料,先把资料料发我看看
打过了/不要打电话,不要打了再打我就不接了
没通过怎么办,每次分？期都不不通！过
调戏AI,多大年纪可以办
否定/拒绝,好我不要不要
肯定,我确认
加下微信/发信息/发个短信/发资料,发到我手机机
咨询利息/费用,的如何计算是
号码是哪来的,你们从哪里了解到
号码是哪来的,什么地方看到我号码码
没通过怎么办,：审核不通过怎么解决
嗯啊哦额/模糊回答,哦哦
否定/拒绝,不想
咨询提前还款,可以提前还贷吗
没通过怎么办,为什么审核不通过呢？
在忙/在开会/在开车,我在开会等一会再说吧
人工服务,转接人；工
否定/拒绝,不使用了
打过了/不要打电话,不要再打
什么平台,请问你叫什么
肯定,嗯好我已经了解了
否定/拒绝,哪个都不需要
加下微信/发信息/发个短信/发资料,有微信息信息公众号吗
没通过怎么办,为何可能审核不通过
咨询提前还款,我想提前还清
不舒服,口轻溃疡
肯定,好好好好好
否定/拒绝,没确定
有印象,还能想起有印象
咨询利息/费用,麻烦来说一下利息
咨询提前还款,我现在提前还款怎么操作
肯定,没问题。
咨询额度-通用,能不能贷十万啊我要十万了
肯定,好了好了好了
否定/拒绝,不可以
打过了/不要打电话,不要给我打
咨询利息/费用,还有利息有多少
上征信,对我的征信影响大吗
咨询利息/费用,1万一个月、利息多少
肯定,好的谢谢您
额度用途,额度可以换什么
咨询提前还款,我问一下提前还款怎么还
咨询提前还款,第二个月能提前还款吗
在忙/在开会/在开车,我不大听的清楚如果还款的话没事我这边在开车。
肯定,哦哦是的
运营商提示音,咦你不是电商客服的吗
肯定,是的是的事啊
肯定,是我啊没错
额度太少,没有兴趣啊谢谢额度那个太低了
嗯啊哦额/模糊回答,哎嗯
运营商提示音,你说的我都记下来了稍后我会告诉他的你也可以一会儿就打电话过来拜拜
打过了/不要打电话,打电话不要钱吗？老是
申请条件,什么标准可以借
运营商提示音,你说的我都记下来了稍后我会告诉他的您也可以一会再打电话过来。祝您虎虎生威万事如意
没通过怎么办,借钱无法
咨询操作,App会操作不还款
打过了/不要打电话,你是不是一天没事做啊一个电话一天打几
骗子/骗人,是真是假
肯定,嗯嗯好好好再见。
咨询利息/费用,推荐利息
恢复词,在讲讲
肯定,啊啊行好的好的好的嗯
打错了,嗯不错
咨询放款速度,放款多久
在忙/在开会/在开车,还在上班
之前被拒了,我的申请被拒了
什么平台,哎你哪里？
肯定,哦行我知道了
咨询利息/费用,？利息多少！钱
号码是哪来的,号码码你怎么获
咨询提前还款,这款可以全部一起还上吗
期数,最长可以办理36期是吗
打过了/不要打电话,昨天你们已经来过电话了不用说了我有事情。
肯定,嗯好好好
质疑数据安全,你们数据安全吗
咨询利息/费用,多少？利息
否定/拒绝,不需要你说
肯定,对什么事儿
没通过怎么办,贷不？了
咨询利息/费用,哎你好我想问一下这个你们这个产品利息是呃。
肯定,啊就是我
运营商提示音,我记下了还有其他事需要我转
恢复词,对啊你先给我说说
咨询操作,。怎么做
犹豫中/考虑下,先考虑一下
犹豫中/考虑下,那我考虑考虑
人工服务,帮我转下;人工
咨询提前还款,可不可以提前还款吗
快说重点,快讲重点
利息高,收费太高
运营商提示音,具体回访信息还需要问机主这边带你这边有其他事需要我帮您转达吗
加下微信/发信息/发个短信/发资料,能说一下微信息信息公众号吗
否定/拒绝,我给你要不要
怎么提额,多长时间可以提额呢
否定/拒绝,是的不是的
人工服务,转存人工吧
否定/拒绝,找别人
肯定,我知道了可以了可以
运营商提示音,好的那这边请问还有什么别的事需要帮简单的嘛
没通过怎么办,我什么都是真实的就是资质不通过
打错了,不是我个人电话打错了
额度太少,你们在这个太了少
犹豫中/考虑下,我再想一想吧让我考虑考虑
咨询利息/费用,那利息多少啊
咨询放款速度,什么时候能下款
质疑机器人,录好的语音吧
否定/拒绝,不认识他
加下微信/发信息/发个短信/发资料,发我信息息吧
征信不好,征信资质有点问题
运营商提示音,你说的我都记下来了稍后我会告诉他的你也可以会再打电话过来祝您虎虎声威万事如意
肯定,嗯嗯 是是是是是
人工服务,转在线吧
电话号码,你们联系方式
打过了/不要打电话,你们有病吗刚打了又打
否定/拒绝,我不认识他
否定/拒绝,不可能
否定/拒绝,怎么说都拒绝
咨询利息/费用,？讲；一下利息
